id,sent_id,form,lemma,case,deprel,sentence
0,1,Brexit,Brexit,"{'Case': 'Nom', 'Number': 'Sing'}",nmod:gsubj,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
1,2,",",",",,punct,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
2,3,Donald,Donald,"{'Case': 'Nom', 'Number': 'Sing'}",nmod:gsubj,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
3,7,presidentiksi,presidentti,"{'Case': 'Tra', 'Number': 'Sing'}",nmod,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
4,13,tapahtumista,tapahtuma,"{'Case': 'Ela', 'Number': 'Plur'}",nmod,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
5,4,Trumpin,Trumpi,"{'Case': 'Gen', 'Number': 'Sing'}",flat:name,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
6,5,valinta,valinta,"{'Case': 'Nom', 'Number': 'Sing'}",nsubj:cop,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
7,8,oli,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
8,9,vain,vain,,advmod,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
9,19,.,.,,punct,"Brexit, Donald Trumpin valinta Yhdysvaltojen presidentiksi oli vain pari monesta ikävistä tapahtumista länsi poliittisessa maailmassa viime vuosin."
