id,sent_id,form,lemma,case,deprel,sentence
0,1,Hakulisen,Hakulinen,"{'Case': 'Gen', 'Number': 'Sing'}",nsubj,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
1,2,ja,ja,,cc,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
2,3,Laitisen,Laitinen,"{'Case': 'Gen', 'Number': 'Sing'}",conj,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
3,4,laatima,laatia,"{'Case': 'Nom', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Agt', 'VerbForm': 'Part', 'Voice': 'Act'}",acl,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
4,5,artikkeli,artikkeli,"{'Case': 'Nom', 'Number': 'Sing'}",nsubj,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
5,13,nollasta,nolla,"{'Case': 'Ela', 'Number': 'Sing'}",obl,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
6,14,.,.,,punct,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
7,6,kertoo,kertoa,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",root,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
8,7,kirjoitetussa,kirjoittaa,"{'Case': 'Ine', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",acl,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
9,11,käytettävästä,käyttää,"{'Case': 'Ela', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Pres', 'VerbForm': 'Part', 'Voice': 'Pass'}",acl,Hakulisen ja Laitisen laatima artikkeli kertoo kirjoitetussa ja puhutussa suomessa käytettävästä anaforisesta nollasta.
