id,sent_id,form,lemma,case,deprel,sentence
0,1,Henkilönnimet,henkilön#nimi,"{'Case': 'Nom', 'Number': 'Plur'}",nsubj,Henkilönnimet kertovat ihmisistä enemmän kuin monesti ymmärretäänkään.
1,3,ihmisistä,ihminen,"{'Case': 'Ela', 'Number': 'Plur'}",obl,Henkilönnimet kertovat ihmisistä enemmän kuin monesti ymmärretäänkään.
2,4,enemmän,enemmän,,advmod,Henkilönnimet kertovat ihmisistä enemmän kuin monesti ymmärretäänkään.
3,8,.,.,,punct,Henkilönnimet kertovat ihmisistä enemmän kuin monesti ymmärretäänkään.
4,2,kertovat,kertoa,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",root,Henkilönnimet kertovat ihmisistä enemmän kuin monesti ymmärretäänkään.
5,5,kuin,kuin,,mark,Henkilönnimet kertovat ihmisistä enemmän kuin monesti ymmärretäänkään.
6,6,monesti,monesti,{'Derivation': 'Sti'},advmod,Henkilönnimet kertovat ihmisistä enemmän kuin monesti ymmärretäänkään.
7,7,ymmärretäänkään,ymmärretää,"{'Clitic': 'Kaan', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",advcl,Henkilönnimet kertovat ihmisistä enemmän kuin monesti ymmärretäänkään.
8,1,Esimerkiksi,esimerkiksi,,advmod,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
9,2,suomalaisten,suomalainen,"{'Case': 'Gen', 'Derivation': 'Lainen', 'Number': 'Plur'}",nmod:poss,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
10,3,suosituimmat,suosittu,"{'Case': 'Nom', 'Degree': 'Sup', 'Number': 'Plur'}",amod,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
11,4,etunimet,etu#nimi,"{'Case': 'Nom', 'Number': 'Plur'}",nsubj:cop,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
12,5,ovat,olla,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
13,6,kirjoitusasuiltaan,kirjoitus#asu,"{'Case': 'Abl', 'Number': 'Plur', 'Person[psor]': '3'}",obl,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
14,11,tavatalla,tavata,"{'Case': 'Ade', 'Number': 'Sing'}",acl:relcl,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
15,14,.,.,,punct,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
16,7,sellaisia,sellainen,"{'Case': 'Par', 'Degree': 'Pos', 'Derivation': 'Lainen', 'Number': 'Plur'}",root,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
17,8,",",",",,punct,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
18,9,joita,joka,"{'Case': 'Par', 'Number': 'Plur', 'PronType': 'Rel'}",obj,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
19,10,ei,ei,"{'Number': 'Sing', 'Person': '3', 'Polarity': 'Neg', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
20,13,maailmassa,maailma,"{'Case': 'Ine', 'Number': 'Sing'}",obl,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
21,12,muualla,muualla,,advmod,"Esimerkiksi suomalaisten suosituimmat etunimet ovat kirjoitusasuiltaan sellaisia, joita ei tavatalla muualla maailmassa."
22,1,Yhtä,yhtä,,advmod,"Yhtä lailla on selvääkeää, että länsimaissa varttuneiden ihmisten parissa nimet kuten Heinz, Hildegard ja Wolfgang mielletään saksalaisiksi."
23,3,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Yhtä lailla on selvääkeää, että länsimaissa varttuneiden ihmisten parissa nimet kuten Heinz, Hildegard ja Wolfgang mielletään saksalaisiksi."
24,18,mielletään,mieltää,"{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass'}",csubj:cop,"Yhtä lailla on selvääkeää, että länsimaissa varttuneiden ihmisten parissa nimet kuten Heinz, Hildegard ja Wolfgang mielletään saksalaisiksi."
25,20,.,.,,punct,"Yhtä lailla on selvääkeää, että länsimaissa varttuneiden ihmisten parissa nimet kuten Heinz, Hildegard ja Wolfgang mielletään saksalaisiksi."
26,2,lailla,lailla,,fixed,"Yhtä lailla on selvääkeää, että länsimaissa varttuneiden ihmisten parissa nimet kuten Heinz, Hildegard ja Wolfgang mielletään saksalaisiksi."
27,4,selvääkeää,selvääkeä,"{'Case': 'Par', 'Degree': 'Pos', 'Number': 'Sing'}",root,"Yhtä lailla on selvääkeää, että länsimaissa varttuneiden ihmisten parissa nimet kuten Heinz, Hildegard ja Wolfgang mielletään saksalaisiksi."
